60,349,"Carnarvon, Lord",,C6561,L6326,,1a9469e6a9fbbd115ae8694f99e39aaf
61,356,"Tefry, Rich",,T162,R2316,T16,266befebfbea19985addf17b117b583e
62,356,"Terfry, Richard",,T6162,R2636,T616,0356c2316cc8459b26e6ab6cdcc826c8
63,356,"Terfry, Rich",,T6162,R2361,T616,8a47155b16fe8ec053a9ec698c9c9a16
64,358,Malice,,M42,,,d22aa92e1e9482e79e8a58fb42b5b7b4
65,362,"Vuori, Jussi",,V62,J216,V6,046561e1871b18a5b282609b9dc1e15e
66,363,"Linnankivi, Jyrki",,L5212,J6245,L521,b0754667e505823e266ae31728ee784b
67,367,"Kawesch, Michael",,K2524,M242,K2,479f802eb8116e9c17536ae3a5ababa3
68,371,"5, Jurassic",,J62,,,b4e557ec5bb3c144fb993e71942022ed
69,371,"7even, Marc",,E1562,M6215,E15,4da828960f166b48945de61567feae69
70,373,78plus,,P42,,,548c176307786fa8e36cd8a57c850319
71,374,"Carnarvon, Lord",,C6561,L6326,,1a9469e6a9fbbd115ae8694f99e39aaf
72,3493774,8francis,,F652,,,4cfec20b5661ab87587f5de6c547f539
73,387,"Carnarvon, 8th Earl of",,C6561,T6412,,acf5ef15474c141b802bfad9439d281e
74,2701156,ATCQ,,A32,,,a584891f349cd4c236d35f68eb577f1d
75,2701156,"Quest, Tribe Called",,Q2361,T6124,Q23,6e4ad407e35b2d2778634bf4de699714
76,410,"Ahern, Brett",,A6516,B6365,A65,d782f2e485cdaec9fee31024a98c1e47
77,1739648,"Adam, Isabelle",,A3521,I2143,A35,69c227a18212d7ee8918cda9647eb38a
78,1739649,"Sola, Ella Baila",,S414,E4142,S4,dd8ff0910e439aa5aeb76f0b4c550b38
79,2701161,"Solla, Ricardo Álvarez",,S4626,R2634,S4,a283484a9224189e32e388b9c088fa76
80,2701161,"Álvarez, Ricardo",,L1626,R2634,L162,2d9fa17d03585d3597af148dee3a4f4e
81,3228430,"Wahib, Mohd Shaufe Bin A.",,W1532,M3215,W1,a84597eac4bc7e35384aff4ed82b2908
82,3228431,"Aguilar, Javier",,A2462,J1624,A246,85373a963c354085f646ee9a0702fbe7
83,443,"A, Bobby",,A1,B1,A,52bea1a7ff49cf3a1f44d7c3ac740c6f
84,1739653,Jenifer,,J516,,,e7a553fc98cb4d5e01b9a5445e51121b
85,1739653,Jennifer,,J516,,,e1f6a14cd07069692017b53a8ae881f6
86,447,"Ané, Dominique",,A5352,D525,A5,df8a2f584bcbc5c6da4376e13921ebad
87,3316905,"Akhi, Haji",,A2,H2,,30d7daff153d9a7298abe0baa6f4f9c5
88,3316905,"Akhigbad, Haji",,A2132,H213,A213,9cb7e6e306a1e07c9c3ea0752a8f4adc
89,2701164,J.M.A.,,J5,,,d95e03b7c8387a22a747daa0f421208b
90,1739657,"Asadolahzadeh, Jacqueline",,A2342,J2452,,2af4151509029b6f5ba7950d13b16747
91,2701165,"A, James",,A252,J52,A,c7463eaa779f8f6c67661c0f7129d5dc
92,454,Joe,,J,,,3a368818b7341d48660e8dd6c5a77dbe
93,457,"Reddy, A. Kondandarami",,R3253,A2535,R3,fd8bd81428f32a5dd840db6138b28627
94,460,"A, Love",,A41,L1,A,ed7327d86053efa43b62eb85bcda061c
95,2701166,"Susheela, A. Naga",,S2452,A524,S24,4ba44b202f6ac1b3a7b2186b47b56e33
96,3441946,"Rao, A. Nageswara",,R526,A526,R,181dd6e6cfe6e9b5d082bec1411ab843
97,2701167,"Ramesh, A.",,R52,A652,,cb52381ea3c0f65db87c95f9153298b0
98,4061928,Satyanarayana,,S3565,,,ff246140f4e53a896ad2182302530cb6
99,1739668,"Aryatyny, Tyfany",,A6353,T1563,A635,d359e0ccd912b2042f226590063fa216
100,1739669,Julia,,J4,,,2344521e389d6897ae7af9abf16e7ccc
101,1739669,Laura,,L6,,,37905b9b4fdb8fa311b30448254d51fe
102,1739669,Lela,,L4,,,1c430c0d7c4f73b26be27f3b185ed565
103,1739669,Lucia,,L2,,,8a2efc47e17952c1ea90c9cee4ba38ec
104,1739669,"S., Laura",,S46,L62,S,f57d5ac1b24e24f9421575d232a272d3
105,1739669,Vanda,,V53,,,96b208a1275d4c90d71227febe95e60a
106,1739671,"A, Venomous",,A152,V52,A,609baf739ec9aa046c74e9e52c102218
107,1739671,"A., Venemous",,A152,V52,A,7e55a30c3cdf950314f2820754fc6c86
108,498,ADG,,A32,,,eacd35c6698fce660af30a38a75242d3
109,504,"Chloe, AJ &",,C42,A24,C4,5b0849fa5546f4a41dbf2ea9e60cad2e
110,505,"Calloway, Albert",,C4163,A4163,C4,d553a971d69a4084b0d83971711887a6
111,508,"AJ, DJ",,A232,D2,A2,6d90dd848bddde4732d0cc2c1872ddb2
112,516,"Defelice, Al",,D1424,A4314,D142,955d0c07052791e96e48b60efdaa44a5
113,516,"Defino, A.J.",,D152,A2315,D15,9edebccaefaef99eca0369f4d90dcde3
114,516,"Eight, A.J.",,E232,A23,E23,3d727d5edfd05773c9dfeb1e53c675e4
115,2701170,"Scott, Eric M.",,S2362,E6252,S23,1504ac973548b28e0cfbbf43d699a006
116,4061929,"Pereira, Marcelo M.",,P6562,M6245,P6,8c90ba4da922e4bd60e12beaa54f75e5
117,532,"Dancers, ASF",,D5262,A2135,,543d22e4cb742bf390a601d007d3731c
118,536,AXL,,A24,,,0d2e5fdc1cfe93acb1c31ff0346e5cc8
119,4061930,"Genius, Savage",,G5212,S1252,G52,7c6abf2ad88fc1046aeb40f8ab460b8d
120,3564360,"Aabach, Mohamed",,A1253,M5312,A12,f8a484fff8cd77233dc4cf1e498dd34f
121,3564360,"Abach, Mohamed",,A1253,M5312,A12,290a4df40b1b762a84b1db32e9bbe693
122,3228437,"Aabeck, Bjørk",,A1212,B2621,A12,5db563af48786e5bf61bf28f92ce6edb
123,544,"Aabel, Hauk Erlendsson",,A1426,H2645,A14,e18a0a19feb9b88fc3247ac8e9988f36
124,545,"Aabel, Per Pavels",,A1416,P6142,A14,3856fb1f6078094aa0792368dcfe6279
125,4061931,"Aabrandt, Jonas",,A1653,J5216,,5c04a766c675769435a1161c494de6a3
126,556,Rune,,R5,,,201011842cd44b96c4ed73dcff80ac1f
127,4061932,"Aabye, Emilie Grossos",,A1542,E5426,A1,839d60243d04909ece7a19e476e42936
128,4061932,"Aabye, Emilie",,A154,E541,A1,90e6965bf7411c21f9f201fcd2b5686a
129,562,"Aadahl, Eric",,A3462,E6234,A34,6c94296d7c180931ff954b41ab23fe7e
130,564,Pradeep,,P631,,,7c55534f2e840f2a38c1077bcbb2f645
131,1739690,"Adland, Beverly",,A3453,B1643,,373b394ab62ec0dddcc4389e2520ee02
132,4036924,"Aes, Éric",,A262,R2,A2,7e519f0953ad2467164e104c911738ef
133,594,"Nielsen, Lasse Aagaard",,N4254,L2635,N425,efeafb5ce40af6e8c226aad4017da27e
134,597,"Aagaard, Sebastian",,A2632,S1235,A263,9ded7d1dd828333e531180c4d644b4ff
135,597,B-Boys,,B12,,,f00a839e1fe9a3784f0abf1887f36c40
136,597,Sebastian,,S1235,,,b69eb4ca4b4ae19e8e4f2e3129da7fd3
137,4061933,"Aagaard, Dan",,A2635,D5263,A263,35cc037a57a6f5fdbb772a31beb51dc8
138,600,"Ph.D., Earl Aagard",,P3642,E6426,P3,b653542315cf9f2e6e80af5da670f189
139,4061934,"Aagedal, Thor-Ole",,A2343,T6423,A234,28b825eac5b971b774746c5d8a1230f2
140,605,"Aagesen, Kristoffer",,A2526,K6231,A25,0924c2b89839a2ad2349a095b6a701b4
141,4061935,"Aagaard, Eirik Holst",,A2636,E6242,A263,5449580c4ab983e12006ae25cfbfabb4
142,2701189,"Safdar, Dr.",,S1363,D6213,S136,ba1e17088a434c95fe02c197e6638091
143,4061936,"Ajgaonkar, Satish",,A2526,S3252,,2a01e3a145a505559681745916740a67
144,4061936,Satish,,S32,,,46aef51e6a8aa34dbd0482d9d01fcef7
145,616,"Aakash, Master",,A2523,M2362,A2,90c7c310fbba8d4f8783003518519924
146,616,"Jagannadh, Aakash",,J2532,A253,J253,87d674620ea8946ce5776efb91c302e4
147,616,"Jagannath, Aakash",,J2532,A253,J253,6c1808677e544afd1528613e19dbe51d
148,616,"Petla, Aakash",,P342,A2134,P34,2338f8427c33f6220e7d4a4c36935099
149,616,"Puri, Aakash",,P62,A216,P6,9c58be818ad1321ab7a3409c477b405f
150,618,"Akash, Ved",,A213,V32,A2,5af8e58af01569e62fc400d4edc0295d
151,624,"Aaker, Lee William",,A2645,L4526,A26,768c802f5cf03c88bf4587f6957c52c6
152,626,"Fupz, Kim",,F125,K512,F12,6eeca5d409c75bb023a09eb4e25e0b5f
153,3441953,Akkoo,,A2,,,54ccc7fe02d882b6be34a6e4b7acd941
154,2701191,Akkoo,,A2,,,54ccc7fe02d882b6be34a6e4b7acd941
155,1739727,Akruti,,A263,,,ccce606581de1ff8970981f9e5134279
156,4061937,"Al, Amir",,A456,A564,A4,ffbc896748216dec0e86c9de1823892f
157,636,"Aalam, Abou-Bakre",,A4512,A1264,A45,ae8cd2213a0c7a952466114261a22db7
158,636,"Aalam, Steve Abou-Bakre",,A4523,S3126,A45,ba7d88ca5a63bc7daac78b943b776142
159,636,"Aalam, Steve Aries",,A4523,S3162,A45,8e29d58c3eb029019c6ca328c2cfb7ab
160,4061938,"Aaborg, Jonas",,A1625,J5216,A162,c120810e7a1beb84309d23b180b6d6ac
161,1739739,"Sisters, Aalbu",,S2362,A4123,,8d325c4f225867686a7e406f94a1329d
162,1739741,"Sisters, Aalbu",,S2362,A4123,,8d325c4f225867686a7e406f94a1329d
163,1739742,"Sisters, Aalbu",,S2362,A4123,,8d325c4f225867686a7e406f94a1329d
164,1739743,"Sisters, Aalbu",,S2362,A4123,,8d325c4f225867686a7e406f94a1329d
165,648,"Aalbæk, Niels",,A4125,N4241,A412,a6b94a83dce42e5e332c39a0943c3ded
166,1739747,"Stikkelorum, Mairen",,S3246,M6523,,7579dfd2be8d1c8ace13812ca697ee28
167,1739752,Aliya,,A4,,,bf4621e979026615e76cd80138e15b57
168,1739753,"Haughton, Aaliyah Dana",,H2354,A4352,H235,1ac1224b4a4a62863e1eacb80bb19481
169,1739753,"Haughton, Aaliyah",,H2354,A4235,H235,3a195dff94e51c9f9e807ef577390daf
170,1739753,"Houghton, Aaliyah",,H2354,A4235,H235,c99084630bc1a40727fb6bacb4598da9
171,667,"Aalto, Pääjoht. Erkki",,A4312,P2362,A43,d4d8372a9d86c8d5b970c7a372e1d35e
172,1739765,"Tuunanen, Inkeri",,T526,I5263,T5,054fe85ce033c0b0178d6dd995bac2e3
173,671,"Aalto, Jussi",,A432,J243,A43,73def89ac92e62f875c175790beaa275
174,682,"Aalto, Rotislav",,A4363,R3241,A43,b5e9da945a7883f622b26477e6282108
175,1739790,"Aaltonen, Minna-Ella",,A4354,M5435,A435,c3c8b249dab0af508af2a5922e9d3303
176,725,"Aaltonen, Henry Olavi",,A4356,H5641,A435,9d0280b03f0094cae76d3d066d5a5578
177,725,"Hurriganes, Remu &",,H6252,R5625,,6815f1cdeee9b497df41638982af0610
178,725,Hurriganes,,H6252,,,2eaace4a3e1f649ac13f3bf5170731cb
179,3063844,"Aaltonen-Autio, Toini",,A4353,T5435,,8cab4dd83d2a7ea00b73288c7a75c299
180,3063844,"Autio, Toini",,A35,T53,A3,7888d605aae3d74d12365dfc04fe75d6
181,1739794,"Aaltonen, Ulla-Maija",,A4354,U4524,A435,e55f774185ac79713a6c1abb9e6721fd
182,746,"Aames, Dr. Bruce",,A5236,D6162,A52,3bd0c83563f6d49aafa64c5e06096de7
183,750,"Ames, Willie",,A524,W452,A52,6957d970364a159a6817ac8010d91980
184,756,"Aamodt, Thor M.",,A5365,T653,A53,eab8f0b7a9ba61777f948decad4d7d14
185,756,"Aamodt, Thor",,A536,T653,A53,9f100d7be1f96e43abc2735d3ba7ccee
186,756,"Aamodt, Tore",,A536,T653,A53,0c9963fcdfcb847d9db623d1391f4be2
187,756,"Aamot, Thor",,A536,T653,A53,d1ffab7aea26fa41c6f199fe2a0b1bcf
188,1739807,"Aamold, Kathleen",,A5432,K3454,A543,e8caceca83211211627e11487eab2ac8
189,1739807,"Arnold, Kathleen",,A6543,K3456,,036473492659f62e3ba948a9b5fb13c6
190,1739807,"Asmold, Kathleen",,A2543,K3452,,f344308673a0e0a3a7a00fde167c5e8b
191,1739808,C-Kat,,C23,,,d74a1a113f27092bc6b0b45a3944d429
192,771,"Aanesen, Peter",,A5251,P3652,A525,d2187ceb1920511f936f4675283817c3
193,771,"Annensen, Peter",,A5251,P3652,A525,179eee8b67a915d94fe8d986c7dca4fe
194,4061939,"Aananson, Jason",,A5252,J2525,A525,7ee3c8fee08e94fe9d00e90e6857d9a4
195,4061940,"Aanonsen, Erik",,A5256,E6252,A525,67a02778e7a78e31972427688993ee2c
196,781,"Puupponen, Simo",,P1525,S515,P15,305ce985984711a9285fad7c915d212e
197,787,"MD, Bizhan Aarabi",,M3125,B2561,M3,d17fc829942eea48876ad101a6c7b1ab
198,789,"Aaron, Steve",,A6523,S3165,A65,8b304e49d8b38be15fc1dc495f0dcc33
199,794,"Aard, Frank",,A6316,F6526,A63,2faacd613902a231f9ec3f703c6de291
200,4061941,"Aardal, Edward",,A6343,E3636,A634,90e8c8a1063f8cc6546f5d9011476066
201,4061941,"Aardal, Ed",,A6343,E3634,A634,93ebccef17c9d620b4edfaea243a7071
202,4061941,"Aardel, Ed",,A6343,E3634,A634,de809c80844c5bc874f96032b14b393a
203,3564408,"Aardal, John D.",,A6342,J5363,A634,84a834e811dae0d82edf6e239879b78f
204,4061942,"Aardwerk, Bob",,A6362,B1636,,9b5a39ec00ea3dfab089d0187c2ee449
205,803,"Aardvark-Bagpuss, Fritz",,A6316,F6326,,6dcc63eb41c43334cd3931a2ed6d2da4
206,4061943,"Aaris, H. Barclary",,A6216,H1624,A62,b8749017cddea9fb3e6f4d9f8a841100
207,4061943,"Aaris, H.B.",,A621,H162,A62,ef4871c7eece5dd6ce1d83a31496b34b
208,819,"Aaris, Jan H.",,A625,J562,A62,d39d93086937c71a5782977fc3dbc986
209,819,"Arris, Jan H.",,A625,J562,A62,a3a3327ce9d5db859d7ad245e9771199
210,1739837,"Aarn, Kimberliegh",,A6525,K5164,A65,cd17b7d31e70140263accf202cd2a743
211,1739837,"Burroughs, Kimberleigh",,B6251,K5164,B62,66b02ac46dae0d2d7a825e60f279f4c5
212,828,"Aarnio, Carl 'Kalle'",,A6526,C6424,A65,4dc2231438b704a2935113ab32fa2c4a
213,832,Agit-Prop,,A2316,,,27fbb653f2ff6d3d277eaac2957630e5
214,836,"Aarniokoski, Doug T.",,A6523,D2365,A652,d7314fba0314bc6d1b997fba0e19a3b8
215,836,"Aarniokoski, Doug",,A6523,D2652,A652,313fd9c399e988dfe0ab8350a02775e7
216,836,"Aarniokowski, Doug",,A6523,D2652,A652,d217f0262246260f6240675bf0389670
217,836,"Cassius, Arnold",,C2654,A6543,C2,27162a1753996c3d32c77238747df458
218,838,"Aarniste, André",,A6523,A5365,,544f2021bdc6a6f4583b7568a6703f6f
219,4061944,"Arnseth, Pål",,A6523,P4652,,c4856a91c7066d0c963f43bf5ff05340
220,862,"Aash, Aaron",,A265,A652,A2,407eb402dd8ba7aa1d061c471b60b63d
221,1739850,"Aaron, Mrs.",,A6562,M6265,A65,7f18c6eca0674c8d75f31cf5f9c04bf1
222,865,"Aaron, Andrew",,A6536,A5365,A65,57a419d0cacd51e5efd40768b7be71cf
223,1739854,'Miss Ann Marie',,M256,,,25c5d0489b8848fa98f2b8cc8062b9aa
224,874,"Aaron, Braden",,A6516,B6356,A65,58d0575dd15fd7b9003a89612dc06009
225,874,"Stone, Braden",,S3516,B6352,S35,2bad75fafced7d9aec4474bdb6c182fe
226,3564423,"Ph.D., Daryl Aaron D.Min.",,P3646,D6465,P3,8ac69b62af6b2e963a48b3249b22c05e
227,3564425,"Aarons, David",,A6523,D1365,A652,a53222f257ccbdd5fcd27f039ea2c561
228,890,"Aaron, Mr. David",,A6563,M6313,A65,4b265caf1279d04a58c6e6e476cfa8de
229,3564427,"Aaron, David",,A6531,D1365,A65,b1a3172a992d49f8532fce66248ab55e
230,4036927,"Aaron, Fanae",,A6515,F565,A65,a93c74ee9376e1398c6b01211ccd3b91
231,4036927,"Aaron, Fanee",,A6515,F565,A65,10b7bf972dba763d1e369e329573d3fd
232,900,"Aaron, Henry 'Hank'",,A6565,H5652,A65,4a4205707ca6edb4feddb7d89a4f954e
233,900,"Aaron, Henry",,A656,H565,A65,383dcde0d579987ae82c9022e3b56c0e
234,3564431,"Aaron, Harriotte",,A6563,H6365,A65,55e809f71d79ce500728fc4e6c7a7df0
235,903,"Aaron, John",,A6525,J565,A65,ef55abd52b386cf90a74af103309a32f
236,2701220,"Aaron, John A.",,A6525,J565,A65,bd7c60b5c6071621de0ac0cbb51f8992
237,915,"Aaron, Rabbi Jonathan",,A6561,R1253,A65,44a4d4b4337478d427b3ee22aa7b88ef
238,1739869,"Aaron, Joy",,A652,J65,A65,8f693c36d3eaccd576663432031c54a0
239,920,"Aaron, Lt LJ",,A6543,L3426,A65,be9596dcd84ef4a4ae308971d72dcad0
240,1739873,"Greening, Karen",,G6526,K6526,G652,ba9bab43bdef6ccbf497f6061efda20a
241,4061945,"Aaron, Mary R.",,A656,M65,A65,bce58de66f118f0f9fd723af0cd6b6a0
242,4061946,"Perrye, Matthew Aaron",,P6536,M3651,P6,bfdfd74c9b19b43049ca20e621164f5b
243,1739876,"Comfort, Rae",,C5163,R2516,,fc85e5db48d93176741b6bb883013a9d
244,4061947,"Aaron, Pamela",,A6515,P5465,A65,e7b1f340ba3724759d839d6a7e62c1f1
245,938,"Smithee, Alan",,S5345,A4525,S53,d17aa3d722654581d124c0120aacaa08
246,4061948,"Aaron, Richard E.",,A6562,R2636,A65,237bef720bdfd53c7792f0b740ffdf50
247,3564439,"Aron, Sam",,A6525,S565,A65,dbbf44c578a2b4524d77392cf7de0d97
248,4061949,"Aaron, Steven",,A6523,S3156,A65,76ec5ef7f13dca4b31c0299360671fcf
249,4061949,"Aaron, Steve",,A6523,S3165,A65,8b304e49d8b38be15fc1dc495f0dcc33
250,4061950,"Aarrons, Mark Buck",,A6525,M6212,A652,c2628a2c1add2aaff7425ff92095bec5
251,4061951,"Aaron, Dominic",,A6535,D5265,A65,2f778ce706df790e9d2db41b81196025
252,4061951,"Aarons, Dom",,A6523,D5652,A652,cfc2c5c72e18d4af9f20fd6650e26934
253,3063863,"Ayers, Paul",,A6214,P462,A62,3db21bca94b9de210b366664b32e0cdc
254,3063863,"Ayres, Paul",,A6214,P462,A62,4f2e453bed9fb5f8ff10acd2240d2008
255,3063863,"Ronns, Edward",,R5236,E3636,R52,96b0543bc72d40afb70aa69d6ff15c11
256,3063864,"Stone, Riel",,S3564,R4235,S35,4a17182ba7e76e43587b66b6c36de651
257,2701244,"Aaronson, Emily P.",,A6525,E5416,,e20382e4d81b058d1afd3e71d838b43f
258,3063866,"Ashe, Penelope",,A2154,P5412,A2,50b611b37aacd61f378d7f2bbdb2496b
259,996,"Scott, Jason",,S2325,J2523,S23,142f921e6d761a3f3d63868342d34a79
260,996,"Scott, Jayc",,S232,J23,S23,940f3fa5507d185ff54f0e9141814f45
261,1001,"Aarre-Ahtio, Tapio Ilmari",,A6314,T1456,A63,9f773df6e2944132c3482e1aabd3b117
262,1739899,"Akhtar, Shanez",,A2362,S5236,A236,456e79381321b20c12744659789d2c92
263,1007,"Aarroskari, Jocce",,A6262,J2626,A626,ae2ab13654db4e72792c67da40927523
264,1012,"Aarseth, Øystein 'Euronymous'",,A6232,Y2356,A623,11b5878df53fb62acade57685cbc0296
265,4061952,"Aarskog, Bjorn E.",,A6212,B2656,A62,33cec962d0e5b16fe546a79eff4509e0
266,4061952,"Aascog, Bjorn",,A2126,B2652,A2,c5e84fc9e96eddeaa9aaa36ceb30fc31
267,1739907,Arti,,A63,,,3d7c2fe730119b69e8caf192d8591475
268,1739909,"Aarts, Arletta",,A6326,A6436,A632,b338a95cab5466b2ba08b0a9f28a6dc0
269,1044,Dúné,,D5,,,74b70d173dc000f51c04940e507f1690
270,4061953,"Aarvold, Mike",,A6143,M2614,,3f439512128048dbc6609edb659e299a
271,1739918,"Aaroe, Ami",,A65,A56,A6,40979e6b8f265e7d9aa9d32f4512b60c
272,1739918,"Aaröe, Amy",,A65,A56,A6,ef6db07e9fdc4fe6cb8768016a0b6ca9
273,1739918,"Aaröe, Anne-Marie",,A656,A56,A6,6f5913f161f22d753627489ac2903cee
274,1739918,"Delmas, Amy",,D4525,A5345,D452,881af4d6bff4745777f7fa0043f56b34
275,1053,Martin,,M635,,,81d6f316d169150d0e8733866c38684d
276,1071,"Wheaton, Tim",,W3535,T535,W35,f9fdb747b9decaa2a42bd76f4f25d30b
277,1091,"Aasen, Johan",,A2525,J525,A25,67930190e6baeb0b38f4b8d92ea35638
278,1091,"Aasen, Johnny",,A2525,J525,A25,8fb7bfb737f08625099f50da401996a9
279,2701257,"Aaseng, Jon Aaron",,A2525,J5652,A252,c9a36572449a40cf2f948fffba9e8fec
280,3564473,"Aasgaard, Ann-Karin",,A2635,A5265,A263,29e41aec69f04800000bde29290573bb
281,3564473,"Aasgård, Ann-Karin",,A2635,A5265,A263,360feaaf9e1e2b0f3c8fb60c391cec58
282,3564473,"Åsgaard, Ann Karin",,S2635,A5265,S263,ce6189ff80dee1ce31765de35cdb5eb0
283,3564473,"Åsgård, Ann Karin",,S2635,A5265,S263,4d5b304f46f931d9ed08fe6b070c0dbb
284,1739933,Asiya,,A2,,,45643fe1d2107cf614e2f546a539d7dd
285,1110,Aashi,,A2,,,79877baab73ef6d523939cd9eb323d86
286,1110,Aasi,,A2,,,7c5cd8763b4d57de6656109930b98bd6
287,1110,Asie,,A2,,,a55b6bf862213bac5bcdddc16cb4ab68
288,1110,Asi,,A2,,,124faff21e1cd2fcb8c2ac76a5f584ed
289,1110,Assie,,A2,,,5b32f076f16a7ddffac5d8d866d8b45e
290,1116,"Aasland, Bjørn",,A2453,B2652,,b09a4c1bcbe282e37ecde65dfc21837e
291,1117,"Asland, Derek",,A2453,D6245,,42843a8f0d42752a6447d56275c2ee39
