34048,1666024,Weda'an Bonapart,,1,1985,W3515,,,,(Egypt: Arabic title),477a15d2de285344e4ad00d5297381e7
4120,253704,Ein Hauch von Mord,,7,,H2156,4243,3,1,(West Germany),3b1608b1735f2fb33d4ae5dbc254aae4
32008,1658918,Triumph des Herzens,,3,1986,T6513,,,,(West Germany),5db73dd910ccd0124b9376385fa87bb6
48064,1707580,Children of Heaven,,1,1999,C4365,,,,(USA),350a5cbb6ff5c399b51a12ac6740043e
10442,702203,The Case of Kukotskiy,,2,2005,C2123,,,,(International: English title) (informal title),dd05f3d015f6d0cfb0c7c95cb689317e
37484,1674219,King of the Joropo,,1,1978,K5213,,,,(International: English title),3e2b20917e9ef7521aa099efedb2d953
33821,1665361,Story of Adachi Factory: For the Job Development of the Disabled in the Industrial Vocational Aid Center,,1,2012,S3613,,,,(International: English title) (imdb display title),05e067f0bc1d899ecb23b9cb27680a5c
9060,620172,The Howard Stern Radio Program on Television,,2,1994,H6323,,,,(USA) (working title),fbdb6c5f9738e9d54368ae7deb869b52
16507,1042451,ABC Primetime,,2,1989,A1216,,,,(USA) (informal short title),f67eebb8ea6f85adf511d702259af5ff
25863,1634109,Maybe This Time,,1,1981,M1323,,,,(Australia) (informal short title),bfdf84c7fc032548187e6dc22dce3251
26028,1634429,The Sixth of May,,1,2008,S2315,,,,(UK) (DVD title),c6f4fbff990499ede5dff9e936f9ea56
25107,1615418,Raideen,,2,1975,R35,,,,(Italy),51c64b1feba6e9593e425fb6e91ee32f
45074,1699464,Das Ende,,1,1979,E53,,,,(West Germany),a99683dadc2d565b0f2667445089c6b9
9705,660762,ITV Play of the Week,,2,1955,I3141,,,,,f1cdec1b5b81f3e4d75a5c4047eda1e7
1050,73554,American Horror Story: Asylum,,2,2012,A5625,,,,(USA) (second season title),e04eb318b6f87ef9ddcb99c2bb405c59
24743,1598994,The Special Unit,,7,,S1245,24748,11,3,,d068de78e577ca62722d1457d91544ba
14714,913971,The Remembered Lullaby!,,7,,R5163,14723,1,179,(USA),140b866934f3805afad16612af37272e
47464,1706104,B'Yom Bahir Efshar Lr'ot et Dameshek,,1,1984,B5161,,,,,e24526048db7e76095d10f8b74032175
31208,1655471,The Girl from Nowhere,,1,1931,G6416,,,,(USA) (TV title),4cb24432ea73b2ea513fb14a42b6ee9d
13493,854715,Tyler Perry's Meet the Browns,,2,2009,T4616,,,,(USA) (complete title),eafb7d557b2354a0644b87e58e5580ea
39721,1681793,Anything for a Friend,,1,1973,A5352,,,,(USA),3e4543f07b22d3daedaa65db417b7c58
43065,1692363,Apocalypto,,1,2006,A1241,,,,(Germany),fa340c59315c1c628d989a18f6b1600b
34629,1667675,Africa strilla,,1,1950,A1623,,,,(Italy),66574c8151474e42c2da9ab5b04dd02e
22288,1417596,Golden Hill,,2,1976,G4354,,,,(UK) (new title),40b0b029309fd6e7d2deb3ab57389687
37780,1674950,Aliyuri,,1,1989,A46,,,,(Georgia) (alternative transliteration),a0e6aa87e415f20b51c56fe74c5abadb
36200,1671269,Red Quay,,1,1958,R32,,,,(literal English title),73377627f765f3b5cb87101201d828ef
21409,1346359,The Howard Stern Summer Show,,2,1990,H6323,,,,(USA) (promotional title),0237d570f748961447d1c4879f143623
7842,544074,Brazil's Got Talent,,2,2013,B6242,,,,(Brazil) (working title),e1346ef54853daabb7905a9a2e5ac430
37475,1674200,La sconfitta di satana,,1,1949,S2513,,,,(Italy),c474b12f9ed9fcf5eaa2051bcd09b549
37643,1674634,Alien Hunt - Attacco alla Terra,,4,2007,A4532,,,,(Italy) (imdb display title),37e5fcd81de137488b4fd3b0d5908e68
13241,840347,Goodbye Marienhof - Die ultimative Fan-Box,,2,2011,G3156,,,,(Germany) (DVD box title),37cb1b4bd124fde0098896d58f747aaa
14830,920181,The Sky and the Earth,,2,2004,S2536,,,,(International: English title) (informal title),9cd72fcdc342d37e4be6ea662b2de214
15017,942686,Nini - den stille uke,,2,2001,N5352,,,,(Norway) (second season title),a86e1ca5383579d159a2962f666669f7
31690,1657794,È nata una stella,,1,1955,N3523,,,,(Italy),df6027a1880a58d713a286949c9b7b59
43342,1693371,Those Crazy Years,,1,1971,T2626,,,,(USA),9cd9753269d19907a5d1427367b0bb7e
23698,1523936,Underbelly: The Golden Mile,,2,2010,U5361,,,,(Australia) (third season title),ffa5503dc03e3e6f96f2217ab33bff29
10823,710217,Kew 3D,,2,2012,K3,,,,(UK) (working title),e7c19c81e85cd0dac4eeb3e48ab26d1f
43863,1694970,Travelling in the North,,1,1980,T6145,,,,(International: English title),03538250e584759c84e2c3ed0d8589c8
29954,1650148,Beatles No. 1,,1,1963,B3425,,,,(UK) (working title),2787c12ca0428cf614c153b8cc6c737d
30689,1653084,Ein mutiger Weg,,1,2007,M3262,,,,(Germany),7e3cef001fe45ca1455af08a03cee565
35478,1669838,The Words of Silence,,1,1998,W6321,,,,(International: English title),b39f74249fe3501bf2fa28c386f3bc50
7240,498911,Amici di letto,,2,2011,A5234,,,,(Italy) (imdb display title),2d1c189f3968096f3a50eb6c9c3fcfd4
20644,1280624,Strandpiraten,,2,1976,S3653,,,,(West Germany),2d22afe6e957208a6d4b8a446a8e2965
7288,502247,Fast Forward Presents Full Frontal,,2,1993,F2316,,,,(Australia) (first season title),d6051acf80b43345c59f81f1ea5fdaac
13783,871452,Headcase,,2,2006,H32,,,,(UK) (working title),f5f5094c6d579dc0930f36df1e381ff8
47114,1705221,Ax - Die Erde,,1,1999,A2363,,,,(Germany),162dd13bb54d1fea35187caa0a3e6558
19230,1202625,Óôï ÐáñÜ 5,,2,2005,,,,,(Greece) (original Greek ISO-8859-7 title),633ec9b1e94d1e129002775062715b20
11414,730283,Ein langer Weg in die Freiheit,,2,2002,L5262,,,,(Germany),1c650026b856667c608f6f5e7d10269f
33750,1665116,Bus Action,,1,1980,B235,,,,,23b1730874d9750afa326ca29905f570
29850,1649695,Fisticuffs,,1,2005,F2321,,,,(International: English title) (informal title),765f3ba4a0cb1f67a3364f35e103c4d0
31102,1654949,13,,1,1999,,,,,(USA) (working title),de85cd49b968e25f6506372a47f6033c
242,15590,Tailor-made Murder,,7,,T4653,247,1,5,(International: English title) (imdb display title),6f1081dda0e054c6fa39c54ae7a4ceb1
11678,752896,Lance et compte 4,,2,2002,L5232,,,,,b43d890fc34cd4da8bc0f8993a22c2c6
3482,220739,Run for Money,,2,2008,R5165,,,,(USA) (working title),5e5b072c910f0f977657f83e4d934f53
9003,613765,Hot for Words,,2,2007,H3163,,,,(USA) (alternative title),00f7211343e1d36201fe5a948d08d407
18276,1145219,óÅÚÏÎ ÏÈÏÔÙ,,2,1997,,,,,(Russia) (original Cyrillic KOI8-R title),3fc637c451f0a7c141b5f59a4c9e386c
9218,630045,Le spie,,2,1965,S1,,,,(Italy) (imdb display title),e61e01edbf3b15e6786fdfc841bb49ca
37537,1674373,Alice and Martin,,1,1998,A4253,,,,(International: English title) (imdb display title),878ef04838f2b9fedb8aeffbf794be31
31985,1658892,Keine Zeit zu sterben,,1,1991,K5232,,,,(Germany),21d3d542323b0f70a4a232014d6c0167
2770,168134,Club Embassy,,2,1951,C4151,,,,(USA) (second season title),acf3c5c6cc36595574deaa1775351b3a
10523,705444,The Green House,,2,1996,G652,,,,(literal English title),e40fea5c24d4025d57ac13a335a209fa
22096,1404044,The Recommended Daily Allowance,,2,2000,R2534,,,,(UK) (complete title),c0ef4cb983eebbbc7d1955979a51dcfb
26213,1635234,100.000 Dollar für einen Colt,,1,1966,D4616,,,,(West Germany),32dc7a729f3a91224a7c82e986c46202
46783,1704239,The Adventures of Borivoje Surdilovic,,1,1980,A3153,,,,(Europe: English title),3ae7fef59fae991a1a8123c001618e54
2264,148968,Strange Truth: Fact or Fiction,,2,1997,S3652,,,,(USA) (working title),7cdfbaa71d10ba24e3d989d79cb58f33
18717,1166484,SM:TV Gold,,2,2003,S5312,,,,(UK) (new title),907adbbabe8a0009b9aa0ec8df519cda
16019,1012037,Peter der Große,,2,1986,P3636,,,,(West Germany),3973654b49cbbd78522b7435f6b6bf1a
49042,1710528,Memory of Love,,1,1973,M5614,,,,(West Germany),2556cc62b39c22d35ccca32262d51a84
40862,1686140,The Here and Now,,3,2007,H6535,,,,(USA) (working title),74c96cb76c94207d4e8ab2e1f3fe7ca5
28736,1644432,The Happy World of Bunnies,,1,1997,H1643,,,,(USA) (working title),f01eda0a03ce4964e4255168eeeec32c
18088,1136743,Malmequer,,2,2010,M4526,,,,(Portugal) (working title),cca908d3a844027d18e25efbf6580f90
47813,1706743,Babewatch: Scharfe Kurven,,4,2000,B1326,,,,(Germany) (TV title),c5bf8cafb4896414da7cf9b1f001c348
3902,244266,Here Comes Freckles,,2,1965,H6252,,,,(USA) (weekend title),92ede89c6f6e275b95b995c05d93a40d
41330,1687654,A Pillar of Mist,,1,1986,P4615,,,,(International: English title) (literal title),0680cad51631023386f691357c4ec2c7
8121,556505,Goal Field Hunter,,2,1994,G4143,,,,(International: English title),2a8a9e4399ee6beaf30932e8b0b93c21
24854,1605419,Laughing in the Wind,,2,2001,L2525,,,,(International: English title),b51977d36e89ef760b245a92b11856ee
16094,1014463,Sorelle in affari,,2,2011,S6451,,,,(Italy) (imdb display title),b50d4f785930676620f2026f6b27a313
16263,1029009,Police Academy: The Animated Series,,2,1988,P4235,,,,(USA) (DVD box title),4ef03f6d9920e12379c67e132561f5c0
30589,1652691,A Married Man (Who Had Them All!),,4,1978,M6353,,,,(International: English title) (video box title),477714cb2734fd41c0aed4b707ab0f33
26710,1637200,"28th October 1979, a Sunny Sunday",,1,1999,T2316,,,,(International: English title) (imdb display title),f10f83cc4b1ad04ce2b342ab69c417ea
46479,1703317,Hirsekorn Butts In,,1,1932,H6265,,,,(USA) (informal English title),6b0734dd101800eefd8dc37f0f29e373
43456,1693674,Date Wine,,1,1999,D35,,,,(USA),192a10313d21be67ae4bd896deb163ff
5429,358676,Catherine's Wedding,,7,,C3652,5428,1,1,(International: English title),80a38c5e447ca5091bcdfa8533b85eaa
11294,727386,"Tommy, la stella dei giants",,2,1968,T5423,,,,(Italy),90b3a5887e0e2651c5baa403e670c841
15921,1006676,El otro lado del amor,,2,2007,O3643,,,,(USA: Spanish title) (working title),a8ea2cd8c6dba5bcb708dd2d3aaaaa4f
29372,1647414,Visionen der Angst! - Die Frau mit dem zweiten Gesicht,,3,1997,V2536,,,,(Germany),301e774f47ea19d30cc1b961eaff91fc
1546,107570,Cat Planet Cuties,,2,2010,C3145,,,,(USA) (DVD box title),01c0e4b626e08fc40dbd423941f43f66
46438,1703176,Aus dem Alltag in der DDR - Versuch einer Rekonstruktion nach Berichten und Dialogen,,3,1971,A2354,,,,(West Germany) (long title),997ce859fc7df699943e4944f687cd4e
48733,1709893,Dark Cloud,,1,2009,D6243,,,,(International: English title) (imdb display title),bb9f6203857ff5aa90ab115a589ff41d
32248,1660060,The Red Countess,,1,1985,R3253,,,,,0aafc91426ec1c5124217efed43ca45d
6119,404293,Anders Refn's Een gang strømer...,,2,1987,A5362,,,,(Denmark) (complete title),f482775d8e65f0f7fa2829a7378dcee5
11853,773089,Blood of the Vine,,2,2011,B4313,,,,(USA) (alternative title),1cebe63f3b3c283d5dab8afa871e0d26
15303,958971,Außer Kontrolle - Leben unter Zwang,,2,2009,A6253,,,,(Germany),f056db710a40c627346ed0d4c24690cc
12188,780272,The Visitors,,2,1980,V2362,,,,(International: English title),6604b293eb94d1a2e5cb8826d51597cc
4543,296551,Don-Don Domel to ron,,2,1989,D5353,,,,(Japan),2060279fc5d20f5f45969c8737b3acc0
4962,332102,Deception,I,2,2013,D2135,,,,,e18c413e434c10ab77a9c8e309df50ee
13209,839111,The Marc Wootton Project,,2,2008,M6235,,,,(UK) (working title),d5b28ea7f706a567e730800e0c7e0858
33227,1663405,Yesterday Girl,,1,1966,Y2363,,,,(International: English title),ccef703a2e5d61b72ab0044db625de27
5082,337014,Denjin Zaborger,,2,1974,D5252,,,,(International: English title),99d008989794c82c97fc36b880af30c9
29505,1648120,O Meu Pai,,1,2008,M1,,,,(Portugal) (working title),d066661045f467945a4e6f33fa34a278
29750,1649163,México nocturno,,1,1980,M2523,,,,(Mexico) (subtitle),d983d29673885d94f02eea9613bec1f9
25285,1624815,Zouxiang Gonghe,,2,2003,Z2525,,,,(China: Mandarin title) (alternative spelling),e9dd30215bc70cf3b32384a2df320371
40167,1682829,Willkommen in Amerika,,1,2012,W4256,,,,(Germany) (imdb display title),9972a3453a43e3eed1ed285c9ca03b80
28729,1644411,A beszélõ köntös,,1,1941,B2425,,,,(Hungary) (original ISO-LATIN-2 title),6ab16e97bb1061b30d756df5e0e3a636
14359,896492,"Murder, She Wrote",,2,1984,M6362,,,,,064a9f852153fbed9e5d0f413a856513
6184,406986,Love on Lake Garda,,2,2006,L1542,,,,(International: English title),8b3f5113d098c664fbf3b27d28e790b6
33544,1664431,Achtung! Auto-Diebe!,,1,1930,A2352,,,,(Austria),07ace865e28239bbcc31ba5eea5721cf
21591,1362423,L.A.T.E.R.,,2,1980,L36,,,,(USA) (short title),9f472f6e19e9775111df07136222bc63
9043,618217,How Not to Live Your Life - Volle Peilung,,2,2007,H5341,,,,(Germany),9ac3f396d6f00199f155a9094d3491c8
39205,1679888,Prosjekt 3,,1,2000,P623,,,,(Norway) (working title),1568c618c814b9b1c0e51a69708eb874
33069,1662940,Deadly Blaze - Heißer als die Hölle,,1,2001,D3414,,,,(Germany) (imdb display title),6833bf97b575f506a9b9aa5f70421ca2
11187,724628,Gydas vei,,2,1998,G321,,,,(Norway) (new title),1eace22a4a9b53881377a60d6849adc1
36088,1671008,Ayvazovskiy i Armeniya,,1,1983,A1212,,,,(Soviet Union: Russian title),8ecbbdf36e97769ee41fce57fe9ac82d
17313,1089575,Robinson ekspeditionen 2001,,2,2001,R1525,,,,(Denmark) (promotional title),6878d4f07d05e3f9466129258c373377
13548,857734,Wherefore Art Thou Lennox,,7,,W6163,13547,2,12,,9f77b90c7215069c82e87b79ef354af7
30516,1652435,Man and Monkey,,1,1899,M5352,,,,,1a03be3f6cc80712d054367efd34f5fd
28745,1644474,Höchster Einsatz in Laredo,,1,1966,H2365,,,,(West Germany),4ec24bee0f86d220d7e21f0a7d4e5f0c
30502,1652379,The Stronger,II,1,2009,S3652,,,,(Brazil) (literal English title),a3552931e84e0822f2706e19aba06561
21507,1355296,I Kennedy,,2,1990,K53,,,,(Italy),a2bdd090caa6c06ccb103c0984184ca0
30804,1653721,Die Muppets feiern Weihnacht,,3,1987,M1321,,,,(West Germany),f903a22455e6c32f0e81b1416cd8d9d0
42140,1689824,My Mother's Tears,,1,1957,M5362,,,,(International: English title),a52900d16215051239eb484f3f7de2e0
32501,1661135,Die Zauberlehrlinge,,1,1948,Z1646,,,,(Austria),26dcc8057c21472d895b1fc1d2a7bf1f
141,8145,Der Mensch,,7,,M52,144,1,1,(Germany),b0b05e2024bba48864bff9d56028450f
33940,1665669,Addams Family - Und die lieben Verwandten,,4,1998,A3521,,,,(Germany),2b5b9939f3947ee127142dd747133daf
44493,1696967,Heritage,,1,1979,H632,,,,(International: English title),99704959490c713ba41ecf678b53dd52
4901,327104,De unge mødre II,,2,2005,U5253,,,,(Denmark) (second season title),037279678614a7b40c362ccb3beb22c5
11341,727770,Rescue Task Force Go Go V,,2,1999,R2321,,,,,f24dc827e6f8f0914e62510b546f8f31
20999,1317971,Head of the Family,,2,1961,H3131,,,,(USA) (working title),66683ebf742dadc06e7006d5d477fe1d
38830,1678805,Alvorada: Brazil's Changing Face,,1,1962,A4163,,,,,012cf034b43181574cda13f3e7031342
37666,1674670,Alien Sex Files 3: Alien Ecstasy,,1,2009,A4521,,,,(USA) (TV title),74ba444a381af59cff513ac5f5795bdf
7258,499415,Fristet - hvor langt vil du gå,,2,2011,F6231,,,,(Denmark) (promotional title),e45d69ebce684fa1e15e49a912511646
9292,634418,Das fünfte Gebot,,2,2007,F5132,,,,(Germany) (working title),df5bd7e22771eaf51b4737b895bf1472
14789,918059,Why I Make Movies,,2,2007,W5251,,,,(International: English title) (short title),ef49de365102d01ada551c55c6050592
29056,1645884,Seymore Butts 45,,4,1998,S5613,,,,(International: English title) (series title),549f439f6dc558956507142159250872
18531,1152061,Shortland St.,,2,1992,S6345,,,,(Australia),8198ece2a4b7b973cc2e6936dc0c805d
4600,300131,Dogtanian and the Three Muskehounds,,2,1985,D2353,,,,(UK),e96e88bb0c83576288d83857c25925ae
15858,995855,Party Police: Lake Havasu,,2,2007,P6314,,,,(USA) (working title),410faaf4441f96af6146ce0af2a17871
47076,1705051,Up Aloft on H.M.S. Seaflower,,1,1898,U1413,,,,(UK) (alternative spelling),5e67d14a8f7032abff33ae51a23d06f2
19475,1217544,Serial Theater,,2,1959,S6436,,,,(USA) (new title),426860954f33c2ffa89a5396a66444e1
3530,223371,Charlie and Lola,,2,2005,C6453,,,,,2facc4ae9096e41ab2d2aefd5895d19a
32892,1662399,Possess My Soul,,1,1974,P2524,,,,,9b711cc14de527b8867ed358df2c1864
43379,1693498,Il bell'Adone,,1,1975,B435,,,,(Italy) (reissue title),0eee3a3ca11c35a7d14ba7ca554bd4be
44402,1696722,I artista,,1,1966,A6323,,,,(Greece) (poster title),ff4b173f37e1dc69507f8e8c4cb2862b
3962,252722,Der vierzehnte Stein,,7,,V6253,3963,,,(Germany),65d80b331ccaa1029b9acc411c2a182a
17440,1094330,Hope,,7,,H1,17455,1,6,(USA),e2c530ca206f7ae7ff3879acb08d9257
4972,333081,äÅÆÆÞÏÎËÉ,,2,2012,,,,,(Russia) (original Cyrillic KOI8-R title),c8d77ed668da86afb1569405bae73efa
35265,1669298,Dooly - Der kleine Dino,,1,1999,D4362,,,,(Germany),5331b59d812aa675c92d2837d6bcaaf0
2776,168344,Les aventures de Bob Morane,,2,1965,A1536,,,,(France) (alternative title),94dff852abcc81b37abbb9b91cf50451
28283,1643004,Mahjong 7 Dimensions,,6,1990,M2523,,,,(Japan: English title) (imdb display title),0a48446089d000df76a2ec1d5f0b37f3
46815,1704289,James Cameron's Avatar,,1,2009,J5256,,,,(USA) (promotional title),ec0b3cc8eca122e29b0f66934841ab72
13915,877453,Mo dai wang chao,,2,1988,M352,,,,(China: Mandarin title) (informal title),7e6d3ec05df73814730e5cfadf2186f0
14735,914144,"When You Curse Someone, You Dig Your Own Grave",,7,,W5262,14742,4,16,(USA),ccbf23de1db295010ba76e9ffd57fefa
6761,473978,The New Fat Albert Show,,2,1979,N1341,,,,(USA) (eighth season title),0d451285c799d3d2786e292599626450
27123,1639430,Vierundzwanzig Stunden,,1,1931,V6532,,,,(Austria),f3757be6906ad3f68daf8f46f18ff866
2029,138920,The Eye of the Storm,,7,,E1323,2030,4,1,(International: English title),8b3553193c684babcd06dcc011218b80
28051,1642364,58:,,1,2011,,,,,(USA) (alternative title),c5951604d35c5825616738fffa9ebefb
46413,1703073,Woman,,1,1940,W5,,,,,dc1a49e9d3946ccffa7935b36bd18167
40046,1682587,Eroina di strada,,1,1983,E6532,,,,(Italy) (working title),aac068225cd57aabe40347643e29d9e5
3592,227602,Dramatic Mystery,,2,1952,D6532,,,,(USA) (alternative title),0ae0b354b632baedf6682a2638ccb4b5
25351,1632078,Over 30,,2,2009,O16,,,,(Japan: English title),b3ef2cca8a438fd1e81e0b804c99b62a
22411,1427059,L'uomo ombra,,2,1957,U516,,,,(Italy) (imdb display title),47879907c39ff8c41d8eb48acdb5b50e
10472,703572,"The Sword, the Wind, and the Lullaby",,2,1976,S6353,,,,(literal English title),1c119115ba1ce07db549902af695e0aa
30320,1651501,The Legend of Ubirajara,,1,1975,L2531,,,,(International: English title),5b4e07acfb8d7c87a048dd3d195115ed
23829,1528919,Suspicious Rash,,7,,S2126,23830,6,6,,bc31e4cb72cbf4cc7b8957f53eda0da2
49634,1711984,The Closed Door,,1,1990,C4236,,,,(India: English title),7b146dfcc2c1f5beac2ac813cf557430
13126,834142,Malican padre e figlio,,2,1967,M4251,,,,(Italy) (imdb display title),204037da05af58c63e006da9c3784e27
34043,1666021,Granny's Funeral,,1,2012,G6521,,,,(International: English title) (imdb display title),c3489d49fccf2df327da7d742d2750c1
17996,1131394,Scream Queens 2,,2,2009,S2652,,,,(USA) (second season title),cbdb8b0b28b00efb3d6f43da07f165a8
32311,1660423,Das Flüstern des Todes,,3,1988,F4236,,,,(West Germany),c744856b793f6ff14d650af817d61948
14718,913990,Reunion: The Remaining Time,,7,,R5365,14723,1,182,(USA),654f6bc8cc3fefb74cd02477b9e22bd6
48910,1710145,Bait - Fette Beute,,1,2001,B3131,,,,(Germany),208bf2c35cc782ab3a91fe565de8c035
4409,285137,Florence Henderson's Country Kitchen,,2,1985,F4652,,,,(USA) (complete title),491a70bb8e5d9f1b0b90ef1ce7cfdee2
4720,305844,Moves,,2,2006,M12,,,,(USA) (working title),82f00c16bd82ab3b4aa512049fdfbbd5
36850,1672457,The Beginning,,1,1986,B252,,,,,47c5467762a4edcd764049a2df8b3dc6
11843,773012,Der Fremde,,2,1973,F653,,,,(West Germany),6ff6fffec7d26208c7e83a94c9fe23d0
12031,778461,The Great Court Cases,,2,1993,G6326,,,,,a8b262b3e286b283ae0de510bab52017
31996,1658907,Erich Maria Remarque's A Time to Love and a Time to Die,,1,1958,E6256,,,,(International: English title) (complete title),678b4c1790ae41b01b026519df6326df
45761,1701511,Behind the Shadows,,1,2002,B5323,,,,(USA) (subtitle),a5dd946153f2caa3e376a4230642471e
28087,1642524,Sexta convocatoria,,1,2004,S2325,,,,(Spain) (alternative title),44e4be8fc84e3bcd5694a6bceb6e490a
41741,1688672,Selen anima ribelle,,4,1998,S4561,,,,(Italy) (DVD box title),ca29226a3972e938d707de8734587733
29938,1650086,Death Rode Out of Persia,,1,2005,D3631,,,,(International: English title),ed01e0863de9aad9b84b364192f3764d
27658,1641128,4 Artists Paint 1 Tree,,1,1964,A6323,,,,(USA) (short title),41fcf8cd463790462a6e6fed7643e145
614,44317,The Mayflower Madam: Sydney Barrows,,7,,M1465,613,2,5,,caae5bea840aa60d6dd199a1931724ce
33313,1663791,Krise,,1,1928,K62,,,,(Germany) (working title),a489841f1a71821ef448ed35d4382a12
5900,388299,Vier Frauen im Haus,,2,1969,V6165,,,,(West Germany) (second season title),7558dd36a7f9cd1012ce5b7c8b847f05
11042,719479,ëÏÒÏÌÅ×Á íÁÒÇÏ,,2,1996,,,,,(Russia) (original Cyrillic KOI8-R title),abc5cf7733b53290c868e69fcd272377
30376,1651781,Kein Mittel gegen Liebe,,1,2011,K5342,,,,(Germany) (imdb display title),35b2e16e84c70a2f73d4410bfa18b505
47260,1705637,Der Waldhauptmann,,1,1988,W4313,,,,(West Germany),41615e11a338e9ba3b026d74c9eaea6a
29645,1648635,Pappas flicka,,1,2004,P1214,,,,(Sweden),08919f9bdf9def90904c90ec1006f907
21759,1373903,Lobo,,2,1979,L1,,,,(Italy),9d8a60025206acc023f101b89dce15d9
20830,1303642,It's Christopher Lowell,,2,2003,I3262,,,,(USA) (new title),693f3eef2345e1ace7363e523d82403f
43359,1693420,Between Us,,1,2011,B352,,,,(International: English title) (review title),eedf017840b5e5bd399a9dabdd94f547
9783,667200,Jamie Does...,,2,2010,J532,,,,(Australia) (DVD title),9079ca986dbc68c6fa6aa72ab0e6ed9e
10500,704810,Auf der Spree nach Berlin,,2,2010,A1362,,,,(Germany) (first season title),a81f93e2457294164d9762d800b9abd0
23031,1488201,France's Next Top Model,,2,2005,F6525,,,,(France) (informal title),a8753e9b36b4e688e5ac1ecac1753daf
17903,1126794,The Fixer,,2,2012,F26,,,,(South Africa: English title) (alternative title),c6e8930b9f70bd714ab3fc54da3091e5
48337,1708664,The Story of Danny Lester,,1,1949,S3613,,,,,73d7e472f74602f5d166397585406003
8147,557395,The Weak Link,,2,2002,W2452,,,,,cb8841e4d568837ede87842ed95823d2
3411,213501,Samurai Pizza Cats - Samurai per una pizza,,2,1991,S5612,,,,(Italy),0f3e8c3ea4318eb3a25711a3fcd44d73
5812,381957,DR-Derude: Den sidste slæderejse,,2,1993,D6363,,,,(Denmark) (series title),49dcf4debb45b5ae06a931c7a274ad04
49258,1710956,Pulau Dewata,,1,1979,P43,,,,(Australia) (short title),5ec23b19d552bca4ade8439c54ac8ff5
20783,1297300,The Burn,,2,2012,B65,,,,(short title),2f492c43b9b1daad13314a2675f384a4
26608,1636476,Eighteen 'n Interracial 6,,4,2002,E2353,,,,(International: English title) (DVD title),c1586a1b98cd34cdb9019757cbe1fa37
8013,553020,Thank God You Came,,2,2006,T5232,,,,(Denmark) (literal English title),9a593b4f8715b795702db6e92dec2664
12167,779680,The Podcats,,2,2009,P3232,,,,(International: English title) (series title),a01e4622a9a44fd9b8d96c337f76dc06
48367,1708748,Bad Company - Protocollo Praga,,1,2002,B3251,,,,(Italy) (imdb display title),630fb68531e5ea78ae0dce11113e3971
2740,165895,A Fateful Decision,,7,,F3143,2747,1,2,(USA),c11104110643c092622d518a3829a02f
34762,1668121,Jimmys Tod - Und was kam danach?,,3,1996,J5235,,,,(Germany),a702b430477fcfae0cd2443742893bc6
45380,1700344,"Banus, the Horse Thief",,1,1967,B5236,,,,(International: English title),0fb1b47a6c34ece529d0ddf9c948229d
49570,1711832,Banana meccanica,,1,1973,B5252,,,,(Italy) (imdb display title),f5a7f1f75009f0f78520e5122d9d36cc
6993,482244,Der Fisch-Club,,2,2010,F241,,,,(Germany) (imdb display title),696715da32b82bdd5cc19210da1276ad
45607,1701129,Atlantic,,1,1929,A3453,,,,(Germany),e87cdd10f652efdd338ac69a3cf9ca83
12540,810582,Make a Living,,7,,M2415,12561,,,(UK),3f9f378567cbb1ed2b6ed2bcf94cf3bc
